"source_file","dataset","script","recomp_ratio","method","metric","value"
"202604150243_musique_curve.output","musique","unknown",0.4,"kvd","true_recompute_count",50
"202604150243_musique_curve.output","musique","unknown",0.4,"qaw","true_recompute_count",50
"202604150243_musique_curve.output","musique","unknown",0.45,"kvd","true_recompute_count",50
"202604150243_musique_curve.output","musique","unknown",0.45,"qaw","true_recompute_count",50
"202604150243_musique_curve.output","musique","unknown",0.5,"kvd","true_recompute_count",50
"202604150243_musique_curve.output","musique","unknown",0.5,"qaw","true_recompute_count",50
"202604150243_musique_curve.output","musique","unknown",0.55,"kvd","true_recompute_count",50
"202604150243_musique_curve.output","musique","unknown",0.55,"qaw","true_recompute_count",50
"202604150243_musique_curve.output","musique","unknown",0.6,"kvd","true_recompute_count",50
"202604150243_musique_curve.output","musique","unknown",0.6,"qaw","true_recompute_count",50
"202604150243_musique_curve.output","musique","unknown",0.65,"kvd","true_recompute_count",50
"202604150243_musique_curve.output","musique","unknown",0.65,"qaw","true_recompute_count",50
"202604150243_musique_curve.output","musique","unknown",0.7,"kvd","true_recompute_count",50
"202604150243_musique_curve.output","musique","unknown",0.7,"qaw","true_recompute_count",50
"202604150243_musique_curve.output","musique","unknown",0.75,"kvd","true_recompute_count",50
"202604150243_musique_curve.output","musique","unknown",0.75,"qaw","true_recompute_count",50
"202604150243_musique_curve.output","musique","unknown",0.8,"kvd","true_recompute_count",50
"202604150243_musique_curve.output","musique","unknown",0.8,"qaw","true_recompute_count",50
"202604152121_musique.output","musique","example/blend_musique.py",NA,"kvd","true_recompute_count",30
"202604152121_musique.output","musique","example/blend_musique.py",NA,"qaw","true_recompute_count",30
"202604152245_wikimqa_curve.output","wikimqa","example/blend_wikimqa_curve.py",0.6,"kvd","true_recompute_count",0
"202604152245_wikimqa_curve.output","wikimqa","example/blend_wikimqa_curve.py",0.6,"qaw","true_recompute_count",50
"202604152245_wikimqa_curve.output","wikimqa","example/blend_wikimqa_curve.py",0.65,"kvd","true_recompute_count",0
"202604152245_wikimqa_curve.output","wikimqa","example/blend_wikimqa_curve.py",0.65,"qaw","true_recompute_count",50
"202604152245_wikimqa_curve.output","wikimqa","example/blend_wikimqa_curve.py",0.7,"kvd","true_recompute_count",0
"202604152245_wikimqa_curve.output","wikimqa","example/blend_wikimqa_curve.py",0.7,"qaw","true_recompute_count",50
"202604152245_wikimqa_curve.output","wikimqa","example/blend_wikimqa_curve.py",0.75,"kvd","true_recompute_count",0
"202604152245_wikimqa_curve.output","wikimqa","example/blend_wikimqa_curve.py",0.75,"qaw","true_recompute_count",50
"202604152245_wikimqa_curve.output","wikimqa","example/blend_wikimqa_curve.py",0.8,"kvd","true_recompute_count",0
"202604152245_wikimqa_curve.output","wikimqa","example/blend_wikimqa_curve.py",0.8,"qaw","true_recompute_count",50
"202604152245_wikimqa_curve.output","wikimqa","example/blend_wikimqa_curve.py",0.85,"kvd","true_recompute_count",0
"202604152245_wikimqa_curve.output","wikimqa","example/blend_wikimqa_curve.py",0.85,"qaw","true_recompute_count",50
"202604152245_wikimqa_curve.output","wikimqa","example/blend_wikimqa_curve.py",0.9,"kvd","true_recompute_count",0
"202604152245_wikimqa_curve.output","wikimqa","example/blend_wikimqa_curve.py",0.9,"qaw","true_recompute_count",50
"202604152245_wikimqa_curve.output","wikimqa","example/blend_wikimqa_curve.py",0.95,"kvd","true_recompute_count",0
"202604152245_wikimqa_curve.output","wikimqa","example/blend_wikimqa_curve.py",0.95,"qaw","true_recompute_count",50
"202604152245_wikimqa_curve.output","wikimqa","example/blend_wikimqa_curve.py",1,"kvd","true_recompute_count",0
"202604152245_wikimqa_curve.output","wikimqa","example/blend_wikimqa_curve.py",1,"qaw","true_recompute_count",50
